query	subject	e_value	bitscore	pident	length
B7S4N9	sp|P10646|TFPI1_HUMAN	7.82e-13	53.5	41.429	70
B7S4N9	sp|O43278|SPIT1_HUMAN	1.43e-16	63.9	49.02	51
B7S4N9	sp|O43278|SPIT1_HUMAN	1.67e-16	63.9	39.706	68
B7S4N9	sp|P12111|CO6A3_HUMAN	2.45e-16	63.5	46.296	54
B7S4N9	sp|P12111|CO6A3_HUMAN	0.61	19.6	46.154	13
B7S4N9	sp|Q06481|APLP2_HUMAN	4.96e-16	62.8	39.062	64
B7S4N9	sp|P48307|TFPI2_HUMAN	7.71e-16	61.2	42.188	64
B7S4N9	sp|P48307|TFPI2_HUMAN	2.33e-13	54.3	42.0	50
B7S4N9	sp|P48307|TFPI2_HUMAN	9.32e-10	44.7	38.71	62
B7S4N9	sp|Q8TEU8|WFKN2_HUMAN	7.94e-16	62.0	47.059	51
B7S4N9	sp|Q8TEU8|WFKN2_HUMAN	9.27e-08	39.3	30.189	53
B7S4N9	sp|O43291|SPIT2_HUMAN	1.86e-15	60.5	40.0	55
B7S4N9	sp|O43291|SPIT2_HUMAN	3.26e-15	59.7	39.394	66
B7S4N9	sp|P02760|AMBP_HUMAN	1e-14	58.9	42.029	69
B7S4N9	sp|P02760|AMBP_HUMAN	1.64e-11	49.7	43.137	51
B7S4N9	sp|P49223|SPIT3_HUMAN	2.95e-14	54.3	38.889	54
B7S4N9	sp|Q96NZ8|WFKN1_HUMAN	6.76e-14	56.6	47.059	51
B7S4N9	sp|Q96NZ8|WFKN1_HUMAN	8.54e-05	30.8	31.818	44
B7S4N9	sp|P05067|A4_HUMAN	2.04e-13	55.1	47.727	44
B7S4N9	sp|O95428|PPN_HUMAN	5.1e-13	53.9	44.643	56
B7S4N9	sp|O95925|EPPI_HUMAN	9.27e-13	51.6	34.426	61
B7S4N9	sp|Q2UY09|COSA1_HUMAN	2.95e-12	52.0	36.508	63
B7S4N9	sp|Q6UDR6|SPIT4_HUMAN	5.46e-12	48.5	38.596	57
B7S4N9	sp|Q02388|CO7A1_HUMAN	5.44e-10	45.4	36.765	68
B7S4N9	sp|Q02388|CO7A1_HUMAN	3.1	17.7	41.667	12
B7S4N9	sp|Q8IUA0|WFDC8_HUMAN	8.3e-09	42.0	35.185	54
B7S4N9	sp|Q9BQY6|WFDC6_HUMAN	3.03e-06	34.3	51.724	29
I2G9B4	sp|P10646|TFPI1_HUMAN	1.03e-18	70.1	40.909	66
I2G9B4	sp|P10646|TFPI1_HUMAN	8.58e-15	59.3	45.283	53
I2G9B4	sp|P10646|TFPI1_HUMAN	9.02e-15	58.9	41.463	82
I2G9B4	sp|Q8TEU8|WFKN2_HUMAN	5.64e-16	62.8	49.02	51
I2G9B4	sp|Q8TEU8|WFKN2_HUMAN	2.41e-08	41.2	30.189	53
I2G9B4	sp|Q06481|APLP2_HUMAN	3.1e-15	60.5	43.333	60
I2G9B4	sp|Q2UY09|COSA1_HUMAN	3.52e-15	60.5	38.095	63
I2G9B4	sp|Q2UY09|COSA1_HUMAN	9.3	16.5	30.769	26
I2G9B4	sp|O95925|EPPI_HUMAN	5.25e-15	57.4	40.678	59
I2G9B4	sp|P12111|CO6A3_HUMAN	2.12e-14	58.2	38.333	60
I2G9B4	sp|P48307|TFPI2_HUMAN	1.27e-13	55.5	45.283	53
I2G9B4	sp|P48307|TFPI2_HUMAN	1.03e-11	50.1	44.0	50
I2G9B4	sp|P48307|TFPI2_HUMAN	0.000211	29.6	27.869	61
I2G9B4	sp|P49223|SPIT3_HUMAN	1.67e-13	52.8	37.037	54
I2G9B4	sp|Q96NZ8|WFKN1_HUMAN	1.96e-13	55.5	41.818	55
I2G9B4	sp|Q96NZ8|WFKN1_HUMAN	0.001	28.1	28.333	60
I2G9B4	sp|Q02388|CO7A1_HUMAN	3.35e-13	55.1	39.062	64
I2G9B4	sp|O95428|PPN_HUMAN	3.99e-13	54.7	40.0	60
I2G9B4	sp|O43278|SPIT1_HUMAN	4.99e-13	54.3	34.783	69
I2G9B4	sp|O43278|SPIT1_HUMAN	2.01e-11	49.7	43.478	46
I2G9B4	sp|O43291|SPIT2_HUMAN	5.53e-13	53.9	33.333	66
I2G9B4	sp|O43291|SPIT2_HUMAN	1.35e-12	52.8	41.509	53
I2G9B4	sp|P05067|A4_HUMAN	3.47e-12	52.0	42.553	47
I2G9B4	sp|P02760|AMBP_HUMAN	7.64e-12	50.8	41.176	51
I2G9B4	sp|P02760|AMBP_HUMAN	7.72e-12	50.8	41.176	51
I2G9B4	sp|Q6UDR6|SPIT4_HUMAN	2.63e-11	47.4	35.443	79
I2G9B4	sp|Q8IUA0|WFDC8_HUMAN	1.19e-10	47.4	40.678	59
I2G9B4	sp|Q9BQY6|WFDC6_HUMAN	4.16e-07	36.6	61.538	26
M9PE65	sp|P12111|CO6A3_HUMAN	4.2e-12	62.4	46.154	52
M9PE65	sp|O95925|EPPI_HUMAN	1.2e-11	55.5	42.308	52
M9PE65	sp|P49223|SPIT3_HUMAN	1.13e-09	48.5	40.385	52
M9PE65	sp|O43291|SPIT2_HUMAN	1.96e-09	51.6	36.207	58
M9PE65	sp|O43291|SPIT2_HUMAN	2.67e-06	42.0	40.0	45
M9PE65	sp|P48307|TFPI2_HUMAN	2.21e-09	51.2	39.286	56
M9PE65	sp|P48307|TFPI2_HUMAN	0.000173	36.2	31.25	48
M9PE65	sp|P48307|TFPI2_HUMAN	0.000215	35.8	32.787	61
M9PE65	sp|P05067|A4_HUMAN	1.08e-08	50.8	33.333	90
M9PE65	sp|P10646|TFPI1_HUMAN	1.42e-08	49.3	46.154	52
M9PE65	sp|P10646|TFPI1_HUMAN	5.06e-07	44.3	44.231	52
M9PE65	sp|P10646|TFPI1_HUMAN	0.000215	36.2	34.545	55
M9PE65	sp|Q8TEU8|WFKN2_HUMAN	1.84e-08	49.7	37.879	66
M9PE65	sp|Q8TEU8|WFKN2_HUMAN	5.84e-05	38.5	31.579	57
M9PE65	sp|Q2UY09|COSA1_HUMAN	2.78e-08	49.7	42.857	49
M9PE65	sp|Q96NZ8|WFKN1_HUMAN	3.28e-08	48.9	37.313	67
M9PE65	sp|Q96NZ8|WFKN1_HUMAN	0.001	34.7	29.762	84
M9PE65	sp|O43278|SPIT1_HUMAN	8.59e-08	47.4	42.593	54
M9PE65	sp|O43278|SPIT1_HUMAN	5.53e-07	45.1	37.037	54
M9PE65	sp|Q06481|APLP2_HUMAN	1.39e-07	47.0	27.778	90
M9PE65	sp|O95428|PPN_HUMAN	1.65e-07	47.0	35.821	67
M9PE65	sp|O95428|PPN_HUMAN	0.3	26.6	20.942	191
M9PE65	sp|O95428|PPN_HUMAN	6.9	21.9	29.73	37
M9PE65	sp|P02760|AMBP_HUMAN	3.89e-07	45.1	35.0	60
M9PE65	sp|P02760|AMBP_HUMAN	2.9e-05	38.9	31.884	69
M9PE65	sp|Q02388|CO7A1_HUMAN	1.18e-06	44.3	38.596	57
M9PE65	sp|Q02388|CO7A1_HUMAN	0.48	25.8	30.0	80
M9PE65	sp|Q8IUA0|WFDC8_HUMAN	1.36e-05	39.7	30.263	76
M9PE65	sp|Q8IUA0|WFDC8_HUMAN	3.3	22.7	34.146	41
M9PE65	sp|Q8IUA0|WFDC8_HUMAN	6.8	21.6	27.451	51
M9PE65	sp|Q6UDR6|SPIT4_HUMAN	0.000182	33.9	25.806	62
M9PE65	sp|Q9BQY6|WFDC6_HUMAN	0.000209	34.7	53.333	30
M9PE65	sp|Q9BQY6|WFDC6_HUMAN	4.1	21.9	33.333	51
O62247	sp|Q96NZ8|WFKN1_HUMAN	0.000244	32.0	29.167	72
O62247	sp|Q96NZ8|WFKN1_HUMAN	1.2	20.4	38.596	57
O62247	sp|Q96NZ8|WFKN1_HUMAN	2.6	19.6	29.032	62
O62247	sp|P49223|SPIT3_HUMAN	0.001	28.5	32.075	53
O62247	sp|Q8TEU8|WFKN2_HUMAN	0.002	29.6	30.189	53
O62247	sp|Q8TEU8|WFKN2_HUMAN	7.5	18.1	28.205	39
O62247	sp|Q2UY09|COSA1_HUMAN	0.013	26.9	31.707	41
O62247	sp|Q2UY09|COSA1_HUMAN	3.3	19.2	37.931	29
O62247	sp|Q2UY09|COSA1_HUMAN	9.7	17.7	31.25	32
O62247	sp|P10646|TFPI1_HUMAN	0.021	25.8	32.075	53
O62247	sp|P02760|AMBP_HUMAN	0.025	25.8	26.923	52
O62247	sp|O95428|PPN_HUMAN	0.054	25.0	34.783	46
O62247	sp|O95428|PPN_HUMAN	3.6	19.2	31.818	22
O62247	sp|O95428|PPN_HUMAN	7.7	18.1	32.5	40
O62247	sp|Q8IUA0|WFDC8_HUMAN	0.11	23.5	25.882	85
O62247	sp|Q8IUA0|WFDC8_HUMAN	9.1	17.7	70.0	10
O62247	sp|P48307|TFPI2_HUMAN	0.15	23.1	29.825	57
O62247	sp|Q06481|APLP2_HUMAN	0.38	22.3	30.435	23
O62247	sp|P05067|A4_HUMAN	0.44	21.9	31.818	44
O62247	sp|P12111|CO6A3_HUMAN	0.82	21.2	25.0	40
O62247	sp|P12111|CO6A3_HUMAN	2.8	19.6	100.0	6
O62247	sp|P12111|CO6A3_HUMAN	5.4	18.5	32.353	34
O62247	sp|Q02388|CO7A1_HUMAN	0.84	21.2	53.333	15
O62247	sp|Q02388|CO7A1_HUMAN	5.5	18.5	38.462	13
O62247	sp|O43278|SPIT1_HUMAN	1.5	20.4	26.966	89
O62247	sp|O95925|EPPI_HUMAN	1.5	19.6	25.0	56
O62247	sp|Q9BQY6|WFDC6_HUMAN	8.9	17.3	54.545	11
O73683	sp|P05067|A4_HUMAN	3.1e-121	374.0	78.818	203
O73683	sp|Q06481|APLP2_HUMAN	9.39e-83	271.0	63.736	182
O73683	sp|O43291|SPIT2_HUMAN	4.94e-14	63.9	50.943	53
O73683	sp|O43291|SPIT2_HUMAN	1.49e-13	62.4	33.333	93
O73683	sp|O43278|SPIT1_HUMAN	1.07e-11	58.5	31.818	110
O73683	sp|O43278|SPIT1_HUMAN	5.03e-10	53.1	32.71	107
O73683	sp|O95925|EPPI_HUMAN	6.12e-11	52.0	42.593	54
O73683	sp|P49223|SPIT3_HUMAN	2.15e-10	49.3	36.508	63
O73683	sp|P10646|TFPI1_HUMAN	4.72e-10	52.4	42.373	59
O73683	sp|P10646|TFPI1_HUMAN	3.51e-08	46.6	41.509	53
O73683	sp|P10646|TFPI1_HUMAN	4.53e-07	43.1	35.849	53
O73683	sp|P12111|CO6A3_HUMAN	9.32e-09	49.7	32.0	75
O73683	sp|P12111|CO6A3_HUMAN	2.4	21.9	31.818	44
O73683	sp|P12111|CO6A3_HUMAN	7.5	20.4	27.941	68
O73683	sp|P48307|TFPI2_HUMAN	1.66e-08	47.0	44.898	49
O73683	sp|P48307|TFPI2_HUMAN	7.75e-08	45.1	38.462	52
O73683	sp|P48307|TFPI2_HUMAN	0.02	28.1	27.143	70
O73683	sp|P02760|AMBP_HUMAN	1.72e-08	47.8	48.077	52
O73683	sp|P02760|AMBP_HUMAN	1.07e-07	45.1	37.705	61
O73683	sp|Q8TEU8|WFKN2_HUMAN	3.75e-08	47.0	44.231	52
O73683	sp|Q8TEU8|WFKN2_HUMAN	0.001	32.7	31.481	54
O73683	sp|Q02388|CO7A1_HUMAN	4.59e-08	47.4	44.444	54
O73683	sp|Q02388|CO7A1_HUMAN	2.4	21.9	31.667	60
O73683	sp|Q02388|CO7A1_HUMAN	2.4	21.9	25.926	54
O73683	sp|Q02388|CO7A1_HUMAN	2.9	21.6	31.429	35
O73683	sp|O95428|PPN_HUMAN	4.35e-07	43.9	46.667	45
O73683	sp|Q96NZ8|WFKN1_HUMAN	5.57e-06	40.0	38.462	52
O73683	sp|Q96NZ8|WFKN1_HUMAN	0.015	28.9	32.0	50
O73683	sp|Q96NZ8|WFKN1_HUMAN	5.4	20.8	32.353	34
O73683	sp|Q8IUA0|WFDC8_HUMAN	2.31e-05	37.4	33.929	56
O73683	sp|Q9BQY6|WFDC6_HUMAN	4.66e-05	35.0	54.167	24
O73683	sp|Q2UY09|COSA1_HUMAN	0.003	31.2	28.846	52
O73683	sp|Q6UDR6|SPIT4_HUMAN	0.04	26.2	25.926	54
O76840	sp|O95428|PPN_HUMAN	1.02e-90	315.0	36.449	535
O76840	sp|O95428|PPN_HUMAN	1.01e-25	106.0	26.132	486
O76840	sp|O95428|PPN_HUMAN	8.09e-22	94.0	32.536	209
O76840	sp|O95428|PPN_HUMAN	3.26e-11	59.3	27.128	188
O76840	sp|O95428|PPN_HUMAN	3.51e-10	55.8	40.0	55
O76840	sp|O95428|PPN_HUMAN	5e-10	55.5	44.643	56
O76840	sp|O95428|PPN_HUMAN	1.02e-08	50.8	36.207	58
O76840	sp|O95428|PPN_HUMAN	1.19e-08	50.8	42.308	52
O76840	sp|O95428|PPN_HUMAN	5.33e-08	48.5	41.176	51
O76840	sp|O95428|PPN_HUMAN	2.9e-07	46.2	43.137	51
O76840	sp|O95428|PPN_HUMAN	5.14e-07	45.4	40.385	52
O76840	sp|O95428|PPN_HUMAN	1.11e-06	44.3	35.0	60
O76840	sp|O95428|PPN_HUMAN	1.02e-05	41.2	37.255	51
O76840	sp|O95428|PPN_HUMAN	2.3	23.5	23.288	73
O76840	sp|O95428|PPN_HUMAN	2.9	23.1	38.71	31
O76840	sp|O95428|PPN_HUMAN	6.2	21.9	26.415	53
O76840	sp|P10646|TFPI1_HUMAN	5.56e-31	116.0	29.688	256
O76840	sp|P10646|TFPI1_HUMAN	1.46e-29	112.0	27.368	285
O76840	sp|P10646|TFPI1_HUMAN	7.41e-29	110.0	29.528	254
O76840	sp|P10646|TFPI1_HUMAN	8.72e-28	107.0	27.586	290
O76840	sp|P10646|TFPI1_HUMAN	1.59e-27	106.0	28.899	218
O76840	sp|P10646|TFPI1_HUMAN	3.98e-27	105.0	26.754	228
O76840	sp|P10646|TFPI1_HUMAN	2.7e-24	97.1	26.667	240
O76840	sp|P10646|TFPI1_HUMAN	1.25e-21	89.0	28.634	227
O76840	sp|P10646|TFPI1_HUMAN	1.19e-10	55.8	29.63	135
O76840	sp|P48307|TFPI2_HUMAN	1.12e-26	102.0	33.333	180
O76840	sp|P48307|TFPI2_HUMAN	3.68e-25	97.4	31.844	179
O76840	sp|P48307|TFPI2_HUMAN	3.24e-24	94.7	32.967	182
O76840	sp|P48307|TFPI2_HUMAN	9.23e-20	82.0	27.982	218
O76840	sp|P48307|TFPI2_HUMAN	5.33e-16	70.9	25.414	181
O76840	sp|P48307|TFPI2_HUMAN	8.84e-14	64.3	28.261	184
O76840	sp|P48307|TFPI2_HUMAN	2.49e-13	62.8	27.119	177
O76840	sp|P48307|TFPI2_HUMAN	1.73e-09	51.6	32.979	94
O76840	sp|P48307|TFPI2_HUMAN	1.62e-08	48.5	29.565	115
O76840	sp|P48307|TFPI2_HUMAN	1.74e-05	39.3	35.593	59
O76840	sp|P02760|AMBP_HUMAN	1.39e-23	95.9	39.831	118
O76840	sp|P02760|AMBP_HUMAN	2.12e-20	86.3	33.333	132
O76840	sp|P02760|AMBP_HUMAN	8.32e-20	84.3	31.343	134
O76840	sp|P02760|AMBP_HUMAN	4.72e-19	82.0	28.177	181
O76840	sp|P02760|AMBP_HUMAN	6.11e-17	75.5	34.821	112
O76840	sp|P02760|AMBP_HUMAN	4.25e-13	63.9	37.624	101
O76840	sp|P02760|AMBP_HUMAN	8.44e-11	56.6	43.333	60
O76840	sp|P02760|AMBP_HUMAN	2.9e-07	45.4	34.328	67
O76840	sp|P02760|AMBP_HUMAN	1.26e-06	43.5	42.373	59
O76840	sp|P02760|AMBP_HUMAN	3.58e-05	38.9	40.909	44
O76840	sp|P02760|AMBP_HUMAN	3.67e-05	38.9	36.364	44
O76840	sp|O43291|SPIT2_HUMAN	1.65e-21	87.4	30.061	163
O76840	sp|O43291|SPIT2_HUMAN	2.66e-20	84.0	31.081	148
O76840	sp|O43291|SPIT2_HUMAN	2.14e-19	81.3	29.114	158
O76840	sp|O43291|SPIT2_HUMAN	5.67e-18	77.0	26.286	175
O76840	sp|O43291|SPIT2_HUMAN	6e-18	77.0	28.767	146
O76840	sp|O43291|SPIT2_HUMAN	6.35e-18	77.0	28.902	173
O76840	sp|O43291|SPIT2_HUMAN	2.8e-17	75.1	28.022	182
O76840	sp|O43291|SPIT2_HUMAN	2.23e-15	69.3	28.571	147
O76840	sp|O43291|SPIT2_HUMAN	1.05e-12	61.2	23.841	151
O76840	sp|O43291|SPIT2_HUMAN	1.72e-10	54.7	28.788	132
O76840	sp|O43291|SPIT2_HUMAN	2.27e-09	51.2	32.258	62
O76840	sp|Q8TEU8|WFKN2_HUMAN	2.69e-21	91.3	40.0	110
O76840	sp|Q8TEU8|WFKN2_HUMAN	1.03e-18	82.8	32.812	128
O76840	sp|Q8TEU8|WFKN2_HUMAN	1.98e-14	68.9	34.951	103
O76840	sp|Q8TEU8|WFKN2_HUMAN	1.21e-13	66.6	31.618	136
O76840	sp|Q8TEU8|WFKN2_HUMAN	1.55e-13	66.2	28.037	107
O76840	sp|Q8TEU8|WFKN2_HUMAN	5.61e-13	64.3	32.759	116
O76840	sp|Q8TEU8|WFKN2_HUMAN	7.83e-12	60.8	27.215	158
O76840	sp|Q8TEU8|WFKN2_HUMAN	2.73e-11	58.9	47.059	51
O76840	sp|Q8TEU8|WFKN2_HUMAN	6.52e-11	57.8	25.595	168
O76840	sp|Q8TEU8|WFKN2_HUMAN	4.28e-09	52.0	44.615	65
O76840	sp|Q8TEU8|WFKN2_HUMAN	1.87e-08	49.7	37.037	54
O76840	sp|Q8TEU8|WFKN2_HUMAN	0.089	28.1	27.907	43
O76840	sp|Q8TEU8|WFKN2_HUMAN	0.89	24.6	42.308	26
O76840	sp|Q96NZ8|WFKN1_HUMAN	1.73e-19	85.1	40.385	104
O76840	sp|Q96NZ8|WFKN1_HUMAN	3.39e-17	77.8	39.048	105
O76840	sp|Q96NZ8|WFKN1_HUMAN	3.51e-17	77.8	37.143	105
O76840	sp|Q96NZ8|WFKN1_HUMAN	5.74e-15	70.9	38.0	100
O76840	sp|Q96NZ8|WFKN1_HUMAN	1.85e-13	65.9	32.143	112
O76840	sp|Q96NZ8|WFKN1_HUMAN	9.87e-13	63.5	29.907	107
O76840	sp|Q96NZ8|WFKN1_HUMAN	3.28e-09	52.0	41.509	53
O76840	sp|Q96NZ8|WFKN1_HUMAN	9.21e-09	50.8	25.828	151
O76840	sp|Q96NZ8|WFKN1_HUMAN	2.7e-08	49.3	26.036	169
O76840	sp|Q96NZ8|WFKN1_HUMAN	7.85e-08	47.8	41.509	53
O76840	sp|Q96NZ8|WFKN1_HUMAN	1.54e-06	43.5	44.186	43
O76840	sp|Q96NZ8|WFKN1_HUMAN	0.076	28.1	33.333	45
O76840	sp|Q96NZ8|WFKN1_HUMAN	0.079	28.1	30.0	70
O76840	sp|O43278|SPIT1_HUMAN	2.12e-18	81.6	27.197	239
O76840	sp|O43278|SPIT1_HUMAN	1.5e-16	75.9	26.667	210
O76840	sp|O43278|SPIT1_HUMAN	9.06e-15	70.1	27.753	227
O76840	sp|O43278|SPIT1_HUMAN	2.3e-14	68.9	26.293	232
O76840	sp|O43278|SPIT1_HUMAN	5.27e-13	64.3	25.551	227
O76840	sp|O43278|SPIT1_HUMAN	1.4e-08	50.1	38.333	60
O76840	sp|O43278|SPIT1_HUMAN	5.16e-08	48.1	35.185	54
O76840	sp|O43278|SPIT1_HUMAN	6.8e-07	44.7	34.177	79
O76840	sp|O43278|SPIT1_HUMAN	4.97e-06	42.0	48.571	35
O76840	sp|O43278|SPIT1_HUMAN	0.000193	36.6	42.857	35
O76840	sp|P49223|SPIT3_HUMAN	4.7e-15	63.9	44.262	61
O76840	sp|P49223|SPIT3_HUMAN	1.05e-12	57.0	40.741	54
O76840	sp|P49223|SPIT3_HUMAN	1.77e-11	53.5	40.0	55
O76840	sp|P49223|SPIT3_HUMAN	4.69e-11	52.4	37.736	53
O76840	sp|P49223|SPIT3_HUMAN	5.65e-11	52.4	35.714	56
O76840	sp|P49223|SPIT3_HUMAN	8.6e-11	51.6	38.462	52
O76840	sp|P49223|SPIT3_HUMAN	2.91e-10	50.1	37.736	53
O76840	sp|P49223|SPIT3_HUMAN	1.09e-08	45.8	46.154	39
O76840	sp|P49223|SPIT3_HUMAN	3.56e-08	44.3	39.13	46
O76840	sp|P49223|SPIT3_HUMAN	8.76e-08	43.1	33.962	53
O76840	sp|P49223|SPIT3_HUMAN	1.6e-06	39.7	37.037	54
O76840	sp|O95925|EPPI_HUMAN	5.16e-14	62.4	46.429	56
O76840	sp|O95925|EPPI_HUMAN	5.37e-11	53.5	43.396	53
O76840	sp|O95925|EPPI_HUMAN	1.63e-10	52.4	36.667	60
O76840	sp|O95925|EPPI_HUMAN	5.44e-10	50.8	38.889	54
O76840	sp|O95925|EPPI_HUMAN	6.05e-10	50.8	40.741	54
O76840	sp|O95925|EPPI_HUMAN	9.79e-10	50.1	33.333	72
O76840	sp|O95925|EPPI_HUMAN	1.55e-08	46.6	38.889	54
O76840	sp|O95925|EPPI_HUMAN	3.02e-08	45.8	37.313	67
O76840	sp|O95925|EPPI_HUMAN	6.57e-08	44.7	33.333	57
O76840	sp|O95925|EPPI_HUMAN	8.2e-08	44.7	36.364	55
O76840	sp|O95925|EPPI_HUMAN	0.000257	34.3	36.364	55
O76840	sp|Q06481|APLP2_HUMAN	4e-12	62.0	32.258	93
O76840	sp|Q06481|APLP2_HUMAN	6.34e-10	54.7	54.286	35
O76840	sp|Q06481|APLP2_HUMAN	1.25e-09	53.9	45.455	44
O76840	sp|Q06481|APLP2_HUMAN	3.02e-09	52.4	29.839	124
O76840	sp|Q06481|APLP2_HUMAN	1.09e-08	50.8	42.308	52
O76840	sp|Q06481|APLP2_HUMAN	1.51e-08	50.1	40.741	54
O76840	sp|Q06481|APLP2_HUMAN	3.68e-08	48.9	38.462	52
O76840	sp|Q06481|APLP2_HUMAN	9.62e-07	44.3	43.59	39
O76840	sp|Q06481|APLP2_HUMAN	1.71e-06	43.5	43.182	44
O76840	sp|Q06481|APLP2_HUMAN	1.73e-06	43.5	36.364	55
O76840	sp|Q06481|APLP2_HUMAN	3.86e-06	42.4	32.787	61
O76840	sp|P12111|CO6A3_HUMAN	4.7e-12	62.0	34.884	86
O76840	sp|P12111|CO6A3_HUMAN	4e-11	58.9	44.231	52
O76840	sp|P12111|CO6A3_HUMAN	5.01e-11	58.9	42.308	52
O76840	sp|P12111|CO6A3_HUMAN	6.34e-11	58.5	43.333	60
